,0
2051,830893.8886061907
2052,1093764.4180283025
2053,922127.6878593564
2054,672084.5655065551
2055,359531.7358954549
2056,1503950.2613353133
2057,717427.2646057159
2058,1072185.5192973614
2059,365736.8831954226
2060,718851.1793254837
2061,410890.6640436277
2062,733547.1346486956
2063,155650.39640332758
2064,432930.8326603621
2065,254505.3507846594
2066,576773.9552632198
2067,398250.48433541507
2068,418771.4825639054
2069,635036.7043576986
2070,499424.97016584873
2071,97570.57944973558
2072,459687.1045919731
2073,494087.39529713243
2074,509580.3959769234
2075,201299.42011742294
2076,986798.6596762761
2077,727450.6672583297
2078,580915.7486409247
2079,767327.9844225273
2080,411709.17621448636
2081,595097.7174111158
2082,170689.80505779386
2083,731857.278753154
2084,501902.3323542774
2085,326510.1198334396
2086,404070.4172527194
2087,656447.6374225542
2088,319046.3345593512
2089,565838.405732967
2090,626418.6816219687
2091,194094.3657411337
2092,577186.3751376718
2093,384948.75652863085
2094,1334182.6522752345
2095,389356.2570642978
2096,213770.65969839692
2097,260137.8081118241
2098,402496.1781717092
2099,1466156.8787918612
2100,247175.37717619538
2101,678958.2029926628
2102,433385.32976243645
2103,648614.6577010602
2104,403366.87249242514
2105,1371206.9530912936
2106,825645.2997134402
2107,571496.6006530225
2108,1385230.8373947293
2109,591377.5656557158
2110,320889.89707122743
2111,507278.2990780696
2112,405053.4250251353
2113,537674.0793625265
2114,276648.929911308
2115,451297.3932051882
2116,340870.98172273487
2117,525426.5734409764
2118,558952.9550078958
2119,142260.89523329586
2120,739937.6911209747
2121,327754.6995615214
2122,679184.711325042
2123,359887.3540700972
2124,409703.09675844014
2125,462803.19515027106
2126,419371.1911764741
2127,261523.53426197916
2128,465187.05884119123
2129,322352.7883701846
2130,550313.9816443771
2131,548253.4030360803
2132,770799.6450757086
2133,643937.6630716398
2134,881157.7508728579
2135,804191.2299990058
2136,960030.0149902627
2137,303455.18421018124
2138,406326.7286028415
2139,811016.8879289553
2140,334516.78989810497
2141,665810.7022744864
2142,168636.72605094314
2143,472297.8840825334
2144,627296.6833452135
2145,696768.1946742758
2146,580716.3953522369
2147,124999.42261461169
2148,542272.4642342106
2149,134608.9926264435
2150,451798.59161094576
2151,369581.42143958807
2152,378886.43317727745
2153,314030.551104933
2154,896314.181901373
2155,265978.08903677016
2156,278514.9196299538
2157,404775.09797921777
2158,525179.6628905311
2159,544036.2952554002
2160,572111.5143197924
2161,73929.87932737172
2162,202238.87957657874
2163,759398.5866049975
2164,1101764.6299125254
2165,571343.6826792285
2166,334170.508133322
2167,631465.4619919956
2168,808387.6688052639
2169,315091.207403101
2170,482472.54743626714
2171,534601.3653924242
2172,441692.2364179492
2173,827545.0533664972
2174,137141.3334138468
2175,447607.7213822678
2176,180917.88355126232
2177,455310.9606480822
2178,736748.078065291
2179,398292.3271927312
2180,440185.2056821957
2181,523618.98556162417
2182,209786.3303206861
2183,987526.061679937
2184,812913.1858404949
2185,540285.2318515927
2186,565379.0108938441
2187,431126.90638736635
2188,385051.9379242137
2189,532120.7585272193
2190,963132.2436790392
2191,335996.0628060177
2192,436726.50135840476
2193,431284.44507592916
2194,592572.4927223548
2195,394883.81389547884
2196,409582.57728376985
2197,590546.5230904445
2198,588271.0304712877
2199,631544.9889763892
2200,365016.0229533687
2201,315399.8701170832
2202,512343.4136440009
2203,52792.56505712122
2204,931674.8139700517
2205,777261.7757165805
2206,397084.54068879783
2207,697208.0044551045
2208,305874.3153917119
2209,658884.9081682414
2210,313369.63377279043
2211,655002.1273755506
2212,530654.3290608972
2213,749910.1653205082
2214,274606.5197855681
2215,265558.2027793452
2216,397140.58637849987
2217,988015.5550228655
2218,748290.3080640063
2219,345449.60676670074
2220,450618.447747685
2221,242776.29873520136
2222,839869.0746602416
2223,586371.1425511464
2224,447478.80895573646
2225,420423.45623518527
2226,352731.65261782706
2227,519474.3319442421
2228,796001.0181682035
2229,248157.29572302103
2230,198240.72064857185
2231,510198.0539370626
2232,698659.1795634255
2233,469573.5984971374
2234,394980.3141852021
2235,1014914.2859438285
2236,663294.6773873717
2237,715266.0452775359
2238,435663.3398007825
2239,1079840.001000747
2240,818169.5422122478
2241,911886.9553648382
2242,640654.5952508375
2243,652326.1121518984
2244,307787.263196297
2245,369253.805689767
2246,343308.0681709051
2247,708437.8112748563
2248,472017.7480382472
2249,161603.95174981654
2250,84595.44938721508
2251,486424.0281988457
2252,397784.64285396785
2253,473358.3473784849
2254,549817.0580367967
2255,459301.75127022713
2256,271908.2260016352
2257,530789.1751996875
2258,1484406.3048894182
2259,-93354.95603639632
2260,698928.9632399529
2261,665585.0467484072
2262,-258279.45206136256
2263,476659.24220258
2264,363375.45439816266
2265,391796.2941712439
2266,441249.183039695
2267,265432.4879870042
2268,924880.9521610439
2269,542623.5261526331
2270,450750.93457943946
2271,294133.6885377988
2272,50320.70076876134
2273,502238.6727749035
2274,183525.34436011314
2275,694050.9583440349
2276,413321.94823516905
2277,185017.12311644107
2278,284360.9271220565
2279,441916.6856274381
2280,463472.48734947294
2281,557203.3403096795
2282,-56663.69324396551
2283,177457.37149796635
2284,633757.2400945127
2285,177560.55325253308
2286,121807.78104495257
2287,902232.3906267136
2288,509276.20458646864
2289,243770.77372813225
2290,672687.8378749564
2291,425289.97283584625
2292,393360.504400298
2293,1916398.3281498104
2294,124789.23408143967
2295,514189.4897439182
2296,945106.314600341
2297,677034.7276231647
2298,429478.62363253534
2299,493573.19341142476
2300,509917.18247303367
2301,270735.6542170048
2302,526919.3764519021
2303,327480.4324851185
2304,559068.0712318495
2305,491837.1820898205
2306,415051.35929735005
2307,690325.4951776639
2308,129718.29749725759
2309,405312.9427540079
2310,440653.26822835207
2311,455899.4891879931
2312,1593829.2515160441
2313,802329.063643314
2314,450402.69546765834
2315,1148971.146674201
2316,671356.7300114483
2317,436596.8111822456
2318,831405.3509889394
2319,596676.4687955156
2320,817647.1867946014
2321,913179.9103747979
2322,300550.1010264009
2323,127141.19909570366
2324,651992.6215983257
2325,626432.5142181516
2326,461364.75328196585
2327,850253.8928845674
2328,329548.72440077364
2329,261444.0821519643
2330,411469.02007512003
2331,192845.78911182284
2332,1080296.32661888
2333,373399.34962093085
2334,581874.0248708352
2335,961762.0108410046
2336,473384.96010442823
2337,408986.01260284334
2338,710348.3486722633
2339,263037.77323489636
2340,581649.5258171782
2341,691444.3795378953
2342,493272.33286779374
2343,412542.4980759546
2344,1018504.6552719697
2345,622223.8446969762
2346,702574.0633960292
2347,428719.12528416514
2348,240129.32173647732
2349,713676.103775993
2350,365131.40776881576
2351,509112.3316636607
2352,228559.0366114676
2353,897442.3301273957
2354,308737.62531009316
2355,292077.73353782296
2356,625220.8856846616
2357,503547.4286791384
2358,464916.0593775362
2359,1105277.930815883
2360,819877.0629225597
2361,415423.79971996695
2362,1046745.7911222205
2363,1260410.7514969856
2364,763329.2374270335
2365,376223.9823414311
2366,611442.3059551939
2367,618359.4121310413
2368,532251.6367323324
2369,329565.31530843675
2370,562524.6880626902
2371,742585.6306100637
2372,263538.060476616
2373,707098.7812067643
2374,522243.0806103125
2375,734876.302679278
2376,803910.3567925617
2377,407416.88556455076
2378,858340.7529551685
2379,1687678.6928618401
2380,752224.6765393987
2381,516121.2782588154
2382,799188.2014438659
2383,540956.3270514682
2384,902982.0664168224
2385,260681.93858828396
2386,313883.10152222216
2387,39311.329170271754
2388,736057.9063552842
2389,917215.7179562002
2390,112999.8109170273
2391,562035.4672356322
2392,644120.8554715514
2393,421346.34523587674
2394,396523.4736777246
2395,900494.4916728064
2396,179013.8293984756
2397,142281.03550206125
2398,623554.1527174041
2399,127005.73031684011
2400,255466.74761558324
2401,480654.20256412774
2402,169413.62319135666
2403,522061.55331873894
2404,573974.6869046316
2405,762793.4029534832
2406,250797.7999907881
2407,708412.5258538797
2408,452185.22400488704
2409,887235.3571602851
2410,595160.9694476128
2411,496400.3164874986
2412,682441.8989801854
2413,568762.5133679658
2414,480454.7691530213
2415,856957.3412737623
2416,619564.2217909843
2417,606817.3472870439
2418,1555093.485731855
2419,322335.7281506881
2420,207928.93266876042
2421,555293.0976572931
2422,264718.52134262025
2423,88003.9892090559
2424,308563.95866741985
2425,506780.7847853452
2426,597209.3404293507
2427,412412.4560591951
2428,692687.7027180493
2429,513768.2704102397
2430,541768.4744790643
2431,637818.4516400248
2432,2311.1612979248166
2433,24884.95629210025
2434,879994.4965975583
2435,366167.8768714145
2436,485558.70337272435
2437,420260.0797611177
2438,402012.34294730425
2439,413127.4040994793
2440,376905.2060941309
2441,283721.2317847237
2442,598817.7028078958
2443,550731.2929106876
2444,534857.7005832717
2445,588763.1657442674
2446,589787.451687716
2447,270732.5211189911
2448,456775.8154578209
2449,462560.5181148052
2450,649987.4770749882
2451,256948.9825199768
2452,708154.5673390776
2453,717733.6855277121
2454,650839.2605107278
2455,383900.3480785042
2456,927435.5945441499
2457,507948.509640567
2458,497224.5217395276
2459,902156.1884629205
2460,648507.0372181982
2461,425613.1538596451
2462,530558.6150147021
2463,243638.8492314145
2464,436920.21593981236
2465,814872.7518792897
2466,365657.7863939181
2467,764084.254683815
2468,334807.44917229563
2469,464906.7679785937
2470,498087.5386731103
2471,786357.3386245593
2472,227700.13093839586
2473,642401.554387413
2474,321324.538093701
2475,285143.1132567227
2476,308283.92655128986
2477,567952.7470768839
2478,722439.8761054948
2479,1042653.9099732935
2480,438558.154127948
2481,241032.5364640206
2482,357203.26379559934
2483,733443.5106116533
2484,1059688.4281942695
2485,1533125.3720689416
2486,622068.2734455466
2487,531463.4648251459
2488,677108.8254637271
2489,627529.5110687539
2490,893837.9357613027
2491,428333.4157612696
2492,60951.100829444826
2493,531657.4808295742
2494,-29119.617295376956
2495,910125.1692297235
2496,-47447.99731797725
2497,385907.62578748167
2498,582506.1443310454
2499,447478.4572315812
2500,340276.26131784916
2501,788394.5350463614
2502,316008.87154883146
2503,250741.31217152625
2504,484627.5197753012
2505,829722.9849502072
2506,582226.5334823802
2507,393692.8639066443
2508,446989.5012322441
2509,401783.10969792306
2510,456418.09316623956
2511,720985.8780106977
2512,-6380.176060907543
2513,443596.9884615317
2514,537666.2910456285
2515,276995.83263877034
2516,361651.936864011
2517,449555.74447606504
2518,470075.13176170737
2519,466857.87532517314
2520,189025.1583813876
2521,236248.38297210634
2522,221893.8103448823
2523,295311.2047942579
2524,523884.89947512
2525,629191.3445824236
2526,623743.8980409577
2527,1149886.75235717
2528,454423.59357658774
2529,632697.6642517969
2530,418878.4024242386
2531,388557.5367677063
2532,188131.481787771
2533,576642.0048137754
2534,263447.5322907865
2535,239443.10715277493
2536,360321.18303678185
2537,442748.62742009014
2538,549720.3443391845
2539,190023.9357638806
2540,266787.4152424261
2541,346269.1765220314
2542,780820.5098103583
2543,609405.5369694754
2544,640798.6712781191
2545,79826.17776166648
2546,546568.4286113828
2547,721620.0873308033
2548,570151.130870454
2549,618304.3979096189
2550,420104.52980498224
2551,314214.347399801
2552,791576.7867788449
2553,158902.93461161107
2554,488668.46861504763
2555,511244.7705408484
2556,373126.03616604954
2557,347585.4773487672
2558,621683.8821398094
2559,701832.7156722769
2560,369642.18188194185
2561,304960.3633130491
2562,273912.8410817161
2563,191737.43833063543
2564,616009.1273985878
2565,427255.60648622364
2566,659010.6024436951
2567,44578.271132685244
2568,241865.94451463968
2569,742213.5804572254
2570,179339.63862670958
2571,458284.7299574241
2572,39652.21291086078
2573,772742.4122822806
2574,520231.2950950712
2575,646160.3156527579
2576,508082.5645148307
2577,356855.7526382804
2578,501363.2232844457
2579,514191.5511698127
2580,165211.20099316537
2581,680832.846935749
2582,223192.46975003183
2583,544414.5698035955
2584,563778.4641494155
2585,42236.143441177905
2586,296312.47694811225
2587,305821.1798764691
2588,397519.4985384643
2589,342335.13149451464
2590,209745.3055191785
2591,125344.28759023547
2592,480139.9140584618
2593,495256.3477200791
2594,669553.3613560125
2595,628010.8328761235
2596,724730.6506100446
2597,657251.0259870589
2598,1004058.8623511195
2599,510581.9306204766
2600,781596.2296026871
2601,424870.37809162587
2602,158089.9748879969
2603,515684.3783507198
2604,413503.4682123363
2605,277760.6090394631
2606,407778.5678737685
2607,1021220.8472800553
2608,622740.5099993348
2609,786308.1521374658
2610,436690.93068756163
2611,332828.70003481954
2612,524624.7427421957
2613,1598461.650957942
2614,320986.3215217963
2615,568311.373781316
2616,1162270.1053340212
2617,365389.65742984414
2618,538847.1334233135
2619,-57492.90123782307
2620,1167902.6065843701
2621,1168594.765446566
2622,238406.327098459
2623,327934.71089580655
2624,320160.4869894162
2625,973398.5696952716
2626,499004.2163396254
2627,527525.5382456183
2628,503566.76648368686
2629,729061.0842497572
2630,122034.68779366463
2631,701174.6941633299
2632,341088.76754690707
2633,196939.76750527322
2634,740470.0421867669
2635,975052.6014865413
2636,539171.3275562152
2637,645266.2847408801
2638,567303.2117704973
2639,601443.643576406
2640,518417.19477609545
2641,430494.650643073
2642,378762.8174236119
2643,1251639.5672530755
2644,420495.87926389277
2645,614465.1639385149
2646,722460.033808589
2647,554471.1841074005
2648,148376.02257097512
2649,497079.88391121477
2650,1146445.5012949929
2651,359941.2876598686
2652,712615.160764657
2653,335673.4775201157
2654,252488.88489420712
2655,623975.693231754
2656,551762.2563606724
2657,1005552.8177290633
2658,254881.85765488446
2659,837414.9624873102
2660,60584.71722044051
2661,419750.65356750786
2662,452005.18897583336
2663,253624.06927341223
2664,698885.4166199714
2665,1131246.3857103959
2666,1405743.1661948934
2667,745087.6419807076
2668,545384.0160763264
2669,397039.5080113113
2670,366148.5044037625
2671,589059.1685210019
2672,497269.2525595799
2673,292098.69640654325
2674,578996.48939123
2675,1419937.3682714999
2676,169988.94715189934
2677,247262.25357151777
2678,305929.16717682034
2679,232521.14252004772
2680,373443.01381888986
2681,588160.7301391065
2682,248426.22661356628
2683,686720.2287850007
2684,231585.70930156857
2685,226014.6068497151
2686,624691.7855848223
2687,799543.9325628579
2688,385608.6051543951
2689,1375416.6139919832
2690,288366.1183197051
2691,167400.76549643278
2692,860214.3106810153
2693,131707.60484559834
2694,430507.04346354306
2695,468525.8942143768
2696,734338.6238482073
2697,1125303.3072761819
2698,1010406.7266075611
2699,1066402.6508082747
2700,1172683.7114930972
2701,648412.9711692259
2702,560242.1093431413
2703,469696.42492405325
2704,545170.8209371045
2705,209982.023395136
2706,732162.9343192428
2707,71984.1631707102
2708,226818.1448117271
2709,503244.1635758504
2710,284839.9980498329
2711,362241.6791236326
2712,1095233.7211521342
2713,706818.8530061468
2714,720018.9422192574
2715,896872.5674062967
2716,244611.74424374104
2717,475960.77586007863
2718,-129515.26196299493
2719,684796.275653109
2720,450154.6879751533
2721,659723.4522612244
2722,419238.20644275844
2723,214514.73215460032
2724,466571.955950737
2725,508709.1689493358
2726,340202.02194817364
2727,317677.46847645193
2728,467373.1256297827
2729,357347.29585406184
2730,514150.4855700582
2731,726349.1275499985
2732,383598.0617008209
2733,561875.2690846547
2734,444883.10417592525
2735,419904.8587015122
2736,233512.25166080147
2737,179086.13595551252
2738,285178.41960252076
2739,346009.9959357828
2740,115792.24427448958
2741,633455.9883660302
2742,855968.0992038548
2743,652565.6683232859
2744,464771.2381012514
2745,397328.7366973758
2746,944436.6497363299
2747,451516.0575141236
2748,430888.689555265
2749,520665.09573007375
2750,111737.84480788559
2751,1234763.4182487577
2752,533799.3684821874
2753,507456.7395133674
2754,478244.44563358277
2755,400610.3540560901
2756,67476.29056330025
2757,346213.59680859745
2758,188023.2923091203
2759,483023.41405626386
2760,724639.1733779684
2761,409316.28901008517
2762,353277.3918357715
2763,638158.5537217706
2764,384569.1812777817
2765,482527.7313969508
2766,1117554.8035640642
2767,605169.3694607466
2768,404535.0432755202
2769,236326.0584377423
2770,376778.4834130928
2771,922156.7820139155
2772,480363.00009830296
2773,589388.5291600749
2774,473915.248182632
2775,266837.5695270002
2776,406357.41492112726
2777,636666.7217435092
2778,330957.4728919938
2779,521396.0676521957
2780,554613.7906584069
2781,528777.33129666
2782,491793.1800471172
2783,191676.65598003566
2784,476383.4428997487
2785,238228.62559644133
2786,517751.07976246625
2787,919816.3293865472
2788,639954.5754280686
2789,523677.36612172425
2790,66103.9285480231
2791,766137.4166073725
2792,617854.0744591728
2793,258203.89779993147
2794,530353.4746594131
2795,385148.9534943029
2796,1067761.6994316727
2797,453246.8255122304
2798,202033.42223428935
2799,541522.6181057915
2800,501179.14961031824
2801,732373.417669788
2802,197112.2310115844
2803,776824.5161125809
2804,961553.8641428947
2805,1085915.6870047152
2806,575314.3971638009
2807,662998.4011803344
2808,403450.7508884147
2809,324917.0236909911
2810,1029572.5051595345
2811,558453.3177476227
2812,519623.87540572137
2813,833689.1244547069
2814,296146.1767615676
2815,286488.2255577296
2816,298693.4863697961
2817,130755.89605545998
2818,799700.429579258
2819,410704.0468973294
2820,697985.3945649788
2821,1087555.260554038
2822,633968.1842715666
2823,453929.815577738
2824,843010.0658799559
2825,357279.19912430644
2826,597573.6386349425
2827,556042.7843577191
2828,748140.6954240277
2829,326055.1426434517
2830,791300.9015584439
2831,730026.3035605997
2832,548305.0587836057
2833,808119.7029296309
2834,998058.685287863
2835,319769.184023954
2836,735187.1422019303
2837,487794.3546388
2838,698713.8692987338
2839,250492.6702171713
2840,240050.08659279346
2841,760261.8041491061
2842,416980.5429087058
2843,415525.8664769903
2844,458948.03782015294
2845,622270.2234877124
2846,426660.9312921986
2847,605135.9884341732
2848,1109032.5402726158
2849,574714.2164006606
2850,609374.7926660404
2851,494009.82350394875
2852,221314.44396858662
2853,460867.8826471716
2854,630431.2456776872
2855,965970.9937468544
2856,423111.84261392057
2857,580327.9229179472
2858,479091.50337498635
2859,764624.2889183834
2860,706392.3470100611
2861,484449.7676294148
2862,669109.3806013688
2863,701743.6769582182
2864,214707.21974776685
2865,544585.3447732702
2866,531131.1355661824
2867,367996.16148130596
2868,535102.2377659753
2869,300105.0163565278
2870,331422.7947771475
2871,420888.0194000453
2872,692650.9173303396
2873,375289.8626219183
2874,456094.0092795938
2875,939506.4965287745
2876,271183.31247515976
2877,435742.0663792789
2878,1100607.9671505988
2879,354006.77411028
2880,158888.57084628195
2881,571479.3281394988
2882,563704.2188560218
2883,730746.5227058008
2884,335806.5652266592
2885,320827.7086779177
2886,579868.3861667588
2887,198595.96661121398
2888,537516.165553011
2889,271178.0518610403
2890,636875.882535845
2891,499874.24931325763
2892,1095958.3069950864
2893,660211.9249894172
2894,394565.1602501273
2895,495256.419310309
2896,164062.35495457053
2897,549330.4161502123
2898,696802.5358613655
2899,464698.84915753454
2900,675446.7056467459
2901,495983.13172931224
2902,1454171.8978887051
2903,343198.2883481756
2904,724749.0483631194
2905,610466.2344052196
2906,402386.6375164166
2907,758323.2716259286
2908,453655.13284606487
2909,381133.2966622412
2910,626687.8821768761
2911,438222.61541409045
2912,824156.0781087875
2913,460611.6341165975
2914,729620.9010065049
2915,234072.99070717394
2916,213733.31139834225
2917,106808.45297186077
2918,345866.7493563071
2919,792499.5703886598
2920,308263.29520611465
2921,262355.4489807859
2922,480013.6350533217
2923,696068.0400595292
2924,582084.9703575298
2925,361104.87459679693
2926,454047.8280304074
2927,682917.9468685165
2928,901720.445780322
2929,128944.25093340129
2930,566765.0049864575
2931,82291.97857441753
2932,536999.53737057
2933,200788.8614027202
2934,519152.2469217256
2935,651279.1261540875
2936,169637.17386657
2937,833247.1406083629
2938,717789.2891768143
2939,551283.0584984273
2940,884019.739052482
2941,555778.8963390067
2942,635492.7533934638
2943,385813.1070102304
2944,202947.6101460606
2945,330969.3734875843
2946,850529.886776559
2947,728468.8905848563
2948,492334.1908293441
2949,597317.3836261556
2950,163149.4856353253
2951,222809.9563793987
2952,396533.77352712303
2953,467018.2369568944
2954,574155.012020193
2955,698559.9524492323
2956,723530.9042358994
2957,332464.7081346363
2958,367165.52173022926
2959,360436.808686465
2960,811361.3691998795
2961,440501.29221007973
2962,581601.4137653038
2963,560648.1258789599
2964,648061.8805862069
2965,467057.0784500241
2966,348005.4404716864
2967,359827.0211864859
2968,514687.7005238384
2969,699800.1571122631
2970,805723.2384081557
2971,412727.96438363194
2972,209978.8564760387
2973,325923.9500891939
2974,282654.1693085283
2975,527046.0135003477
2976,643586.2574467435
2977,410515.00048212707
2978,296451.76969552785
2979,443928.9737226367
2980,508383.1689088419
2981,595439.2961573005
2982,377900.6515641138
2983,506576.12038326263
2984,744430.8535627648
2985,360947.82233060896
2986,510725.921560958
2987,388642.2792032808
2988,372227.21946296096
2989,651600.5927562937
2990,458870.8779440522
2991,554434.9592915252
2992,355324.3332796842
2993,5061.644584693015
2994,131958.11007897556
2995,201446.6861988306
2996,1106576.1663670987
2997,334393.80385840684
2998,669373.3851083517
2999,562551.6240646616
3000,437808.4835601747
3001,624205.4637558907
3002,777526.709108606
3003,247605.336561732
3004,495202.48143524677
3005,478337.91866868734
3006,252264.2102869302
3007,264862.54881328344
3008,573717.2173989043
3009,634259.505826056
3010,342228.2377890572
3011,508457.97290590405
3012,570988.1882896945
3013,268960.48737630993
3014,967236.6170330048
3015,417494.39591512084
3016,561341.0937933326
3017,466446.17040118575
3018,657485.3865308613
3019,168763.09824023396
3020,448025.4192834124
3021,485732.47783558816
3022,524350.1912696883
3023,727265.2144979462
3024,736076.3050416559
3025,434217.15960808843
3026,308497.6052272245
3027,1065772.467919156
3028,818150.8812687024
3029,437252.81994796544
3030,228328.50836064667
3031,1755255.4243902564
3032,519205.9637842402
3033,365166.3341521323
3034,950976.1185682565
3035,498993.9912233278
3036,692851.7370999381
3037,289691.1954239011
3038,690003.4095955193
3039,539783.4345640317
3040,1070810.9098733738
3041,515664.6379298717
3042,1335662.13368769
3043,307625.19556216896
3044,240110.65025464445
3045,441248.7566761598
3046,580308.9400913864
3047,347420.23916564137
3048,305625.26355676353
3049,51834.55184991658
3050,796561.7664782107
3051,131809.02344740927
3052,376798.3433217108
3053,373699.1759408936
3054,607886.6516502053
3055,644961.0983371958
3056,1095994.7681760862
3057,914213.4910752326
3058,290169.4662935063
3059,640055.408246778
3060,842718.9615257978
3061,328868.9444393441
3062,488841.04762637615
3063,329856.4793314934
3064,360108.7895997986
3065,283638.5229340941
3066,352595.6726195738
3067,608195.9351853281
3068,817398.5262455046
3069,710197.8574821651
3070,580632.3911799937
3071,606861.9137797728
3072,613657.5525268838
3073,280314.86470608413
3074,1014790.4588774368
3075,350576.0374861583
3076,211027.34321895242
3077,575782.0528574362
3078,416491.1635452807
3079,357460.3851772621
3080,593013.1933270767
3081,429561.14489275217
3082,615121.4708099887
3083,446561.81441165507
3084,1115034.8022326604
3085,213089.33722388
3086,461169.0105185136
3087,416663.0477342233
3088,406716.7051028162
3089,490010.20518838614
3090,973740.2642750368
3091,163834.27619037032
3092,1160435.9030170217
3093,291449.3673128933
3094,946485.7891350463
3095,356579.40666475147
3096,442315.44932708144
3097,938602.9675869197
3098,996614.9785360545
3099,113395.30760184675
3100,483047.5262428075
3101,637019.8064631522
3102,576053.7996580079
3103,145739.55986574292
3104,672916.2485744879
3105,308050.16979221255
3106,456507.90588147193
3107,706457.4687595516
3108,473546.7505816147
3109,637776.0727447644
3110,492582.1558460817
3111,585139.534176968
3112,187726.0619117692
3113,894182.3086244464
3114,371011.35668928176
3115,564182.2582617179
3116,46979.424204304814
3117,663878.0186735168
3118,554395.4750578478
3119,366666.8945940435
3120,769653.6104285866
3121,759079.480259344
3122,731722.3123549074
3123,380917.98975843936
3124,1440450.3970098644
3125,159838.49733311683
3126,311089.1476906091
3127,2377979.984083377
3128,428784.96950893104
3129,751837.2889319062
3130,737209.0229925215
3131,445057.8107710928
3132,780686.4264446348
3133,895464.1747851819
3134,332596.32257386297
3135,868868.3311916515
3136,525191.6126433685
3137,259111.24217692018
3138,276079.3247976601
3139,708045.927876845
3140,312954.89908501506
3141,782190.3315528184
3142,400320.9213873595
3143,524165.17048384994
3144,436171.82970444113
3145,464233.66765695065
3146,904617.7599555254
3147,561620.0254094377
3148,639845.2511298731
3149,261003.1099600643
3150,496961.961186029
3151,-31723.511719360948
3152,310632.0155675784
3153,573610.800260149
3154,237602.36370120943
3155,1019147.0665424615
3156,461925.9444948435
3157,588541.3862178996
3158,1369453.2484086677
3159,499200.4921868965
3160,511153.07063768804
3161,799175.3648976609
3162,957078.6256524175
3163,495200.084065333
3164,499170.0279575661
3165,358703.4652421549
3166,869955.8434870541
3167,852215.8616883457
3168,371708.1114791408
3169,674722.7220836207
3170,2707076.8929957747
3171,485074.0033839792
3172,437693.4387246296
3173,225921.61379723996
3174,222544.39505910128
3175,521250.6350113377
3176,397832.6215744391
3177,311651.73765571415
3178,670850.0266781971
3179,311256.6439070329
3180,280299.85480018705
3181,1203703.664121434
3182,501598.6121394038
3183,534371.3813602254
3184,470401.1948176995
3185,658381.2959814295
3186,274138.6703284681
3187,726144.5764858425
3188,20960.121179163456
3189,438519.7779795006
3190,441640.6280788332
3191,273598.7288223803
3192,924823.8097414598
3193,448108.4986667335
3194,423844.3837376237
3195,479681.148253195
3196,1305594.543665193
3197,327817.70987328887
3198,599202.5071183443
3199,288850.0417840034
3200,616545.5574672818
3201,1045895.6120110825
3202,731663.5938335508
3203,234420.85697229952
3204,398040.28866778314
3205,537199.2968178019
3206,923688.0211559162
3207,337845.00037927926
3208,514955.79904890805
3209,454613.4897455275
3210,867005.7466905117
3211,197526.89454036206
3212,507154.3625641316
3213,724959.1810065135
3214,113958.4336412996
3215,595962.3249175996
3216,168936.1049809456
3217,603308.8918345347
3218,372220.2456450835
3219,479625.0482605621
3220,898395.4712110087
3221,285818.30379876494
3222,362879.35209953785
3223,1072654.1606254727
3224,96690.86321355402
3225,1026955.8544934839
3226,1062660.1668173894
3227,1156101.4599477798
3228,408391.1875435561
3229,508949.11399903893
3230,355317.6998310387
3231,963914.2598798275
3232,638755.1843674332
3233,396942.0702967346
3234,315758.1177491173
3235,252214.6267983392
3236,296328.9404268861
3237,651748.6768678874
3238,649983.0415264294
3239,313232.32854566723
3240,1338979.4192249104
3241,636034.5266720504
3242,211583.96684207022
3243,266373.0295905322
3244,416491.35184333473
3245,183089.51575214416
3246,674723.8069726378
3247,748295.5897214189
3248,298910.37515015155
3249,232999.043890208
3250,560998.2904907614
3251,211254.59709902108
3252,716338.2093450204
3253,503366.88479257375
3254,507653.00083930045
3255,760888.2851218209
3256,965055.3269166648
3257,1086321.533910647
3258,1478948.630871281
3259,381660.5799501613
3260,373407.0530703664
3261,480767.1121022105
3262,430786.89137749374
3263,442130.9260499701
3264,470274.26622486115
3265,354193.8079323843
3266,375936.7133823931
3267,210583.54767169058
3268,186500.2683660239
3269,677666.0211704597
3270,380146.7844533101
3271,356327.9594790861
3272,189898.34843833745
3273,369169.8366138339
3274,458819.11369698495
3275,492778.88760293275
3276,751710.1219481304
3277,214264.87573694438
3278,858791.627261661
3279,2047536.7099268138
3280,717079.7048448324
3281,513163.70614976436
3282,758044.0480179861
3283,625146.1107376143
3284,728508.8411784619
3285,487030.67831564695
3286,528219.6699651182
3287,619396.8828296065
3288,325225.7338974774
3289,877395.4274946079
3290,389029.6321743056
3291,388336.1828594357
3292,393057.64020649344
3293,226850.3732349202
3294,865745.0388916507
3295,347941.29979198426
3296,597924.5080419108
3297,634428.7094435394
3298,634344.6951014027
3299,195968.94027202576
3300,1115308.252580002
3301,487219.34539509565
3302,535438.9198624268
3303,159093.7758333236
3304,344129.61502274126
3305,364139.30450610816
3306,730269.5877777115
3307,726551.8522846624
3308,556518.5041202381
3309,876792.7017542794
3310,338474.6822601035
3311,386778.10074679554
3312,129941.79448969662
3313,544350.7064835876
3314,878938.176458247
3315,355050.9682602212
3316,275572.65143666416
3317,604563.7423840761
3318,770154.9503612965
3319,437981.19313651323
3320,1354872.3585099578
3321,943983.0396005809
3322,254890.36177482456
3323,420179.2525100857
